,0,1
247,work_at_computer begin 2009-03-30 23:07:47.037609 r2,sleep begin 2009-03-30 23:16:18.298259 r2
248,sleep begin 2009-03-30 23:16:18.298259 r2,bed_to_toilet begin 2009-03-31 02:46:21.009734 r2
249,bed_to_toilet begin 2009-03-31 02:46:21.009734 r2,groom begin 2009-03-31 07:00:33.644979 r2
250,groom begin 2009-03-31 07:00:33.644979 r2,groom begin 2009-03-31 07:24:43.038225 r2
251,groom begin 2009-03-31 07:24:43.038225 r2,work_at_computer begin 2009-03-31 08:07:20.048038 r2
252,work_at_computer begin 2009-03-31 08:07:20.048038 r2,breakfast begin 2009-03-31 08:17:32.003039 r2
253,breakfast begin 2009-03-31 08:17:32.003039 r2,prepare_dinner begin 2009-03-31 20:54:59.505369 r2
254,prepare_dinner begin 2009-03-31 20:54:59.505369 r2,work_at_computer begin 2009-03-31 22:05:39.689399 r2
255,work_at_computer begin 2009-03-31 22:05:39.689399 r2,sleep begin 2009-03-31 22:43:32.079711 r2
256,sleep begin 2009-03-31 22:43:32.079711 r2,bed_to_toilet begin 2009-04-01 06:41:47.024545 r2
257,bed_to_toilet begin 2009-04-01 06:41:47.024545 r2,groom begin 2009-04-01 08:38:23.093862 r2
258,groom begin 2009-04-01 08:38:23.093862 r2,watch_tv begin 2009-04-01 09:19:02.177239 r2
259,watch_tv begin 2009-04-01 09:19:02.177239 r2,prepare_lunch begin 2009-04-01 10:47:28.006138 r2
260,prepare_lunch begin 2009-04-01 10:47:28.006138 r2,prepare_lunch begin 2009-04-01 11:02:18.019229 r2
261,prepare_lunch begin 2009-04-01 11:02:18.019229 r2,prepare_lunch begin 2009-04-01 12:38:50.124949 r2
262,prepare_lunch begin 2009-04-01 12:38:50.124949 r2,work_at_computer begin 2009-04-01 13:33:59.030149 r2
263,work_at_computer begin 2009-04-01 13:33:59.030149 r2,sleep begin 2009-04-01 21:35:11.018056 r2
264,sleep begin 2009-04-01 21:35:11.018056 r2,bed_to_toilet begin 2009-04-02 06:57:59.183549 r2
265,bed_to_toilet begin 2009-04-02 06:57:59.183549 r2,groom begin 2009-04-02 07:20:13.735359 r2
266,groom begin 2009-04-02 07:20:13.735359 r2,work_at_computer begin 2009-04-02 07:56:19.407279 r2
267,work_at_computer begin 2009-04-02 07:56:19.407279 r2,breakfast begin 2009-04-02 08:13:03.007655 r2
268,breakfast begin 2009-04-02 08:13:03.007655 r2,watch_tv begin 2009-04-02 11:47:16.006817 r2
269,watch_tv begin 2009-04-02 11:47:16.006817 r2,prepare_lunch begin 2009-04-02 11:47:24.160609 r2
270,prepare_lunch begin 2009-04-02 11:47:24.160609 r2,sleep begin 2009-04-02 20:01:51.520889 r2
271,sleep begin 2009-04-02 20:01:51.520889 r2,bed_to_toilet begin 2009-04-03 07:55:15.027371 r2
272,bed_to_toilet begin 2009-04-03 07:55:15.027371 r2,groom begin 2009-04-03 08:02:15.054049 r2
273,groom begin 2009-04-03 08:02:15.054049 r2,work_at_computer begin 2009-04-03 08:07:58.023739 r2
274,work_at_computer begin 2009-04-03 08:07:58.023739 r2,breakfast begin 2009-04-03 09:18:38.227659 r2
275,breakfast begin 2009-04-03 09:18:38.227659 r2,groom begin 2009-04-03 10:04:25.469429 r2
276,groom begin 2009-04-03 10:04:25.469429 r2,watch_tv begin 2009-04-03 10:58:51.564379 r2
277,watch_tv begin 2009-04-03 10:58:51.564379 r2,groom begin 2009-04-03 11:27:39.080165 r2
278,groom begin 2009-04-03 11:27:39.080165 r2,watch_tv begin 2009-04-03 12:20:04.435319 r2
279,watch_tv begin 2009-04-03 12:20:04.435319 r2,prepare_lunch begin 2009-04-03 12:20:16.729259 r2
280,prepare_lunch begin 2009-04-03 12:20:16.729259 r2,prepare_lunch begin 2009-04-03 13:42:08.546169 r2
281,prepare_lunch begin 2009-04-03 13:42:08.546169 r2,prepare_dinner begin 2009-04-03 17:51:48.943799 r2
282,prepare_dinner begin 2009-04-03 17:51:48.943799 r2,sleep begin 2009-04-04 00:00:48.578579 r2
283,sleep begin 2009-04-04 00:00:48.578579 r2,work begin 2009-06-02 07:43:20.043705 r2
284,work begin 2009-06-02 07:43:20.043705 r2,work begin 2009-06-03 08:45:02.052974 r2
285,work begin 2009-06-03 08:45:02.052974 r2,work begin 2009-06-08 17:27:00.016832 r2
286,work begin 2009-06-08 17:27:00.016832 r2,work begin 2009-06-08 17:35:29.050914 r2
287,work begin 2009-06-08 17:35:29.050914 r2,work begin 2009-06-08 17:57:02.080699 r2
288,work begin 2009-06-08 17:57:02.080699 r2,work begin 2009-06-09 12:56:29.085633 r2
289,work begin 2009-06-09 12:56:29.085633 r2,work begin 2009-06-09 17:01:28.033741 r2
290,work begin 2009-06-09 17:01:28.033741 r2,work begin 2009-06-09 17:24:40.038589 r2
291,work begin 2009-06-09 17:24:40.038589 r2,work begin 2009-06-09 17:30:23.084124 r2
292,work begin 2009-06-09 17:30:23.084124 r2,work begin 2009-06-09 17:34:11.026115 r2
293,work begin 2009-06-09 17:34:11.026115 r2,work begin 2009-06-09 18:22:33.006945 r2
294,work begin 2009-06-09 18:22:33.006945 r2,work begin 2009-06-09 18:31:32.001291 r2
295,work begin 2009-06-09 18:31:32.001291 r2,work begin 2009-06-09 19:41:56.054146 r2
296,work begin 2009-06-09 19:41:56.054146 r2,work begin 2009-06-09 21:18:31.020055 r2
297,work begin 2009-06-09 21:18:31.020055 r2,work begin 2009-06-09 21:24:46.008264 r2
298,work begin 2009-06-09 21:24:46.008264 r2,work begin 2009-06-09 21:31:22.006211 r2
299,work begin 2009-06-09 21:31:22.006211 r2,work begin 2009-06-09 21:35:33.007758 r2
300,work begin 2009-06-09 21:35:33.007758 r2,sleep begin 2009-06-09 22:49:09.076221 r2
301,sleep begin 2009-06-09 22:49:09.076221 r2,wakeup begin 2009-06-10 06:34:02.051302 r2
302,wakeup begin 2009-06-10 06:34:02.051302 r2,shower begin 2009-06-10 06:57:07.070445 r2
303,shower begin 2009-06-10 06:57:07.070445 r2,work begin 2009-06-10 18:13:31.051665 r2
304,work begin 2009-06-10 18:13:31.051665 r2,work begin 2009-06-10 19:30:08.046691 r2
305,work begin 2009-06-10 19:30:08.046691 r2,work begin 2009-06-10 19:32:42.089732 r2
306,work begin 2009-06-10 19:32:42.089732 r2,work begin 2009-06-10 22:53:38.066546 r2
307,work begin 2009-06-10 22:53:38.066546 r2,sleep begin 2009-06-10 22:58:52.004449 r2
308,sleep begin 2009-06-10 22:58:52.004449 r2,wakeup begin 2009-06-11 06:40:04.005068 r2
309,wakeup begin 2009-06-11 06:40:04.005068 r2,shower begin 2009-06-11 07:02:03.044315 r2
310,shower begin 2009-06-11 07:02:03.044315 r2,work begin 2009-06-11 08:28:38.006869 r2
311,work begin 2009-06-11 08:28:38.006869 r2,work begin 2009-06-11 17:18:15.084373 r2
312,work begin 2009-06-11 17:18:15.084373 r2,work begin 2009-06-11 17:35:38.055416 r2
313,work begin 2009-06-11 17:35:38.055416 r2,work begin 2009-06-11 18:59:29.003951 r2
314,work begin 2009-06-11 18:59:29.003951 r2,sleep begin 2009-06-12 00:59:10.023393 r2
315,sleep begin 2009-06-12 00:59:10.023393 r2,wakeup begin 2009-06-12 06:37:00.089198 r2
316,wakeup begin 2009-06-12 06:37:00.089198 r2,shower begin 2009-06-12 07:03:47.003391 r2
317,shower begin 2009-06-12 07:03:47.003391 r2,work begin 2009-06-12 15:37:54.084577 r2
318,work begin 2009-06-12 15:37:54.084577 r2,work begin 2009-06-12 18:47:56.001852 r2
319,work begin 2009-06-12 18:47:56.001852 r2,work begin 2009-06-12 19:33:43.088234 r2
320,work begin 2009-06-12 19:33:43.088234 r2,work begin 2009-06-12 19:45:33.023849 r2
321,work begin 2009-06-12 19:45:33.023849 r2,work begin 2009-06-12 20:01:36.054567 r2
322,work begin 2009-06-12 20:01:36.054567 r2,work begin 2009-06-12 21:10:14.027299 r2
323,work begin 2009-06-12 21:10:14.027299 r2,work begin 2009-06-12 21:49:01.081499 r2
324,work begin 2009-06-12 21:49:01.081499 r2,work begin 2009-06-13 14:52:27.025575 r2
325,work begin 2009-06-13 14:52:27.025575 r2,work begin 2009-06-13 15:09:31.044942 r2
326,work begin 2009-06-13 15:09:31.044942 r2,work begin 2009-06-13 16:50:13.005567 r2
327,work begin 2009-06-13 16:50:13.005567 r2,work begin 2009-06-13 17:19:53.087288 r2
328,work begin 2009-06-13 17:19:53.087288 r2,work begin 2009-06-13 19:03:30.027036 r2
329,work begin 2009-06-13 19:03:30.027036 r2,work begin 2009-06-13 19:19:32.051956 r2
330,work begin 2009-06-13 19:19:32.051956 r2,work begin 2009-06-13 22:00:20.011954 r2
331,work begin 2009-06-13 22:00:20.011954 r2,work begin 2009-06-14 08:54:26.014973 r2
332,work begin 2009-06-14 08:54:26.014973 r2,work begin 2009-06-14 09:56:04.063045 r2
333,work begin 2009-06-14 09:56:04.063045 r2,work begin 2009-06-14 10:28:10.083707 r2
334,work begin 2009-06-14 10:28:10.083707 r2,work begin 2009-06-14 14:30:05.003836 r2
335,work begin 2009-06-14 14:30:05.003836 r2,work begin 2009-06-14 14:39:27.006746 r2
336,work begin 2009-06-14 14:39:27.006746 r2,work begin 2009-06-14 15:20:26.060595 r2
337,work begin 2009-06-14 15:20:26.060595 r2,work begin 2009-06-14 15:34:45.024729 r2
338,work begin 2009-06-14 15:34:45.024729 r2,work begin 2009-06-14 15:47:48.099156 r2
339,work begin 2009-06-14 15:47:48.099156 r2,work begin 2009-06-14 16:03:39.082801 r2
340,work begin 2009-06-14 16:03:39.082801 r2,work begin 2009-06-14 17:01:46.086057 r2
341,work begin 2009-06-14 17:01:46.086057 r2,work begin 2009-06-14 17:18:45.011758 r2
342,work begin 2009-06-14 17:18:45.011758 r2,work begin 2009-06-14 17:42:26.066058 r2
343,work begin 2009-06-14 17:42:26.066058 r2,work begin 2009-06-14 18:01:31.008693 r2
344,work begin 2009-06-14 18:01:31.008693 r2,work begin 2009-06-14 18:08:24.066512 r2
345,work begin 2009-06-14 18:08:24.066512 r2,sleep begin 2009-06-14 23:18:55.022488 r2
346,sleep begin 2009-06-14 23:18:55.022488 r2,wakeup begin 2009-06-15 07:40:03.060067 r2
347,wakeup begin 2009-06-15 07:40:03.060067 r2,work begin 2009-06-15 11:57:08.009302 r2
348,work begin 2009-06-15 11:57:08.009302 r2,work begin 2009-06-15 12:23:34.031735 r2
349,work begin 2009-06-15 12:23:34.031735 r2,work begin 2009-06-15 12:30:58.083745 r2
350,work begin 2009-06-15 12:30:58.083745 r2,work begin 2009-06-15 14:16:55.027891 r2
351,work begin 2009-06-15 14:16:55.027891 r2,work begin 2009-06-15 14:18:27.062658 r2
352,work begin 2009-06-15 14:18:27.062658 r2,work begin 2009-06-15 17:25:50.050234 r2
353,work begin 2009-06-15 17:25:50.050234 r2,work begin 2009-06-15 17:31:38.069796 r2
354,work begin 2009-06-15 17:31:38.069796 r2,shower begin 2009-06-16 08:17:18.060444 r2
355,shower begin 2009-06-16 08:17:18.060444 r2,shower begin 2009-06-17 07:08:17.008521 r2
356,shower begin 2009-06-17 07:08:17.008521 r2,work begin 2009-06-17 18:08:01.026408 r2
357,work begin 2009-06-17 18:08:01.026408 r2,work begin 2009-06-17 19:40:31.002614 r2
358,work begin 2009-06-17 19:40:31.002614 r2,work begin 2009-06-17 20:39:58.031904 r2
359,work begin 2009-06-17 20:39:58.031904 r2,work begin 2009-06-17 21:22:42.002508 r2
360,work begin 2009-06-17 21:22:42.002508 r2,sleep begin 2009-06-17 22:47:35.025305 r2
361,sleep begin 2009-06-17 22:47:35.025305 r2,wakeup begin 2009-06-18 06:40:04.084329 r2
362,wakeup begin 2009-06-18 06:40:04.084329 r2,shower begin 2009-06-18 07:04:07.009031 r2
363,shower begin 2009-06-18 07:04:07.009031 r2,work begin 2009-06-18 08:24:01.081939 r2
364,work begin 2009-06-18 08:24:01.081939 r2,work begin 2009-06-18 14:37:25.061891 r2
365,work begin 2009-06-18 14:37:25.061891 r2,work begin 2009-06-18 15:53:25.019111 r2
366,work begin 2009-06-18 15:53:25.019111 r2,work begin 2009-06-18 16:23:03.046674 r2
367,work begin 2009-06-18 16:23:03.046674 r2,work begin 2009-06-18 17:30:54.057712 r2
368,work begin 2009-06-18 17:30:54.057712 r2,work begin 2009-06-18 22:01:16.030362 r2
369,work begin 2009-06-18 22:01:16.030362 r2,sleep begin 2009-06-18 23:40:41.029001 r2
370,sleep begin 2009-06-18 23:40:41.029001 r2,wakeup begin 2009-06-19 06:35:54.003385 r2
371,wakeup begin 2009-06-19 06:35:54.003385 r2,shower begin 2009-06-19 07:11:20.031211 r2
372,shower begin 2009-06-19 07:11:20.031211 r2,work begin 2009-06-19 12:17:52.021672 r2
373,work begin 2009-06-19 12:17:52.021672 r2,work begin 2009-06-19 15:01:20.079082 r2
374,work begin 2009-06-19 15:01:20.079082 r2,work begin 2009-06-19 15:06:19.014538 r2
375,work begin 2009-06-19 15:06:19.014538 r2,work begin 2009-06-19 15:37:54.005965 r2
376,work begin 2009-06-19 15:37:54.005965 r2,work begin 2009-06-19 16:47:05.095569 r2
377,work begin 2009-06-19 16:47:05.095569 r2,work begin 2009-06-19 17:02:42.053252 r2
378,work begin 2009-06-19 17:02:42.053252 r2,work begin 2009-06-19 18:34:40.004746 r2
379,work begin 2009-06-19 18:34:40.004746 r2,work begin 2009-06-19 19:22:45.065583 r2
380,work begin 2009-06-19 19:22:45.065583 r2,work begin 2009-06-22 13:21:25.089835 r2
381,work begin 2009-06-22 13:21:25.089835 r2,work begin 2009-06-22 13:30:12.092634 r2
382,work begin 2009-06-22 13:30:12.092634 r2,work begin 2009-06-22 15:30:24.022285 r2
383,work begin 2009-06-22 15:30:24.022285 r2,work begin 2009-06-22 19:40:13.009877 r2
384,work begin 2009-06-22 19:40:13.009877 r2,work begin 2009-06-22 20:03:11.023132 r2
385,work begin 2009-06-22 20:03:11.023132 r2,work begin 2009-06-22 20:45:31.035162 r2
386,work begin 2009-06-22 20:45:31.035162 r2,work begin 2009-06-22 21:01:42.027406 r2
387,work begin 2009-06-22 21:01:42.027406 r2,sleep begin 2009-06-22 22:20:28.012504 r2
388,sleep begin 2009-06-22 22:20:28.012504 r2,wakeup begin 2009-06-23 06:55:04.044505 r2
389,wakeup begin 2009-06-23 06:55:04.044505 r2,shower begin 2009-06-23 07:02:33.064845 r2
390,shower begin 2009-06-23 07:02:33.064845 r2,work begin 2009-06-23 08:17:13.036324 r2
391,work begin 2009-06-23 08:17:13.036324 r2,work begin 2009-06-23 10:25:19.024633 r2
392,work begin 2009-06-23 10:25:19.024633 r2,work begin 2009-06-23 10:33:40.021016 r2
393,work begin 2009-06-23 10:33:40.021016 r2,work begin 2009-06-23 13:13:17.078053 r2
394,work begin 2009-06-23 13:13:17.078053 r2,work begin 2009-06-23 13:28:23.048107 r2
395,work begin 2009-06-23 13:28:23.048107 r2,work begin 2009-06-23 13:40:15.030498 r2
396,work begin 2009-06-23 13:40:15.030498 r2,work begin 2009-06-23 14:05:31.071275 r2
397,work begin 2009-06-23 14:05:31.071275 r2,work begin 2009-06-23 15:27:31.008248 r2
398,work begin 2009-06-23 15:27:31.008248 r2,work begin 2009-06-23 16:15:05.052304 r2
399,work begin 2009-06-23 16:15:05.052304 r2,work begin 2009-06-23 20:40:02.001644 r2
400,work begin 2009-06-23 20:40:02.001644 r2,work begin 2009-06-23 23:06:32.003571 r2
401,work begin 2009-06-23 23:06:32.003571 r2,sleep begin 2009-06-23 23:21:31.063534 r2
402,sleep begin 2009-06-23 23:21:31.063534 r2,wakeup begin 2009-06-24 06:39:03.056267 r2
403,wakeup begin 2009-06-24 06:39:03.056267 r2,shower begin 2009-06-24 07:03:59.079918 r2
404,shower begin 2009-06-24 07:03:59.079918 r2,work begin 2009-06-24 07:31:44.081052 r2
405,work begin 2009-06-24 07:31:44.081052 r2,work begin 2009-06-24 10:42:42.026874 r2
406,work begin 2009-06-24 10:42:42.026874 r2,work begin 2009-06-24 11:04:43.067312 r2
407,work begin 2009-06-24 11:04:43.067312 r2,work begin 2009-06-24 12:58:03.082007 r2
408,work begin 2009-06-24 12:58:03.082007 r2,work begin 2009-06-24 17:13:36.078326 r2
409,work begin 2009-06-24 17:13:36.078326 r2,work begin 2009-06-24 17:25:59.088343 r2
410,work begin 2009-06-24 17:25:59.088343 r2,work begin 2009-06-24 17:49:41.003708 r2
411,work begin 2009-06-24 17:49:41.003708 r2,work begin 2009-06-24 19:24:42.015315 r2
412,work begin 2009-06-24 19:24:42.015315 r2,sleep begin 2009-06-25 00:24:08.061995 r2
413,sleep begin 2009-06-25 00:24:08.061995 r2,sleep begin 2009-06-26 00:13:55.006708 r2
414,sleep begin 2009-06-26 00:13:55.006708 r2,wakeup begin 2009-06-26 05:55:06.038325 r2
415,wakeup begin 2009-06-26 05:55:06.038325 r2,work begin 2009-06-26 14:25:57.062229 r2
416,work begin 2009-06-26 14:25:57.062229 r2,work begin 2009-06-26 16:17:38.002859 r2
417,work begin 2009-06-26 16:17:38.002859 r2,work begin 2009-06-26 16:52:39.090203 r2
418,work begin 2009-06-26 16:52:39.090203 r2,work begin 2009-06-26 19:01:08.081044 r2
419,work begin 2009-06-26 19:01:08.081044 r2,work begin 2009-06-29 13:56:59.035443 r2
420,work begin 2009-06-29 13:56:59.035443 r2,work begin 2009-06-29 14:14:50.061863 r2
421,work begin 2009-06-29 14:14:50.061863 r2,work begin 2009-06-29 14:18:40.032558 r2
422,work begin 2009-06-29 14:18:40.032558 r2,work begin 2009-06-29 14:36:56.019824 r2
423,work begin 2009-06-29 14:36:56.019824 r2,work begin 2009-06-29 17:41:27.005646 r2
424,work begin 2009-06-29 17:41:27.005646 r2,work begin 2009-06-29 19:08:43.003334 r2
425,work begin 2009-06-29 19:08:43.003334 r2,work begin 2009-06-29 19:15:50.082473 r2
426,work begin 2009-06-29 19:15:50.082473 r2,work begin 2009-06-29 19:24:23.069249 r2
427,work begin 2009-06-29 19:24:23.069249 r2,work begin 2009-06-29 19:42:02.000736 r2
428,work begin 2009-06-29 19:42:02.000736 r2,work begin 2009-06-29 20:44:07.094972 r2
429,work begin 2009-06-29 20:44:07.094972 r2,work begin 2009-06-29 20:49:54.065281 r2
430,work begin 2009-06-29 20:49:54.065281 r2,work begin 2009-06-29 21:06:01.070865 r2
431,work begin 2009-06-29 21:06:01.070865 r2,work begin 2009-06-29 22:20:47.029738 r2
432,work begin 2009-06-29 22:20:47.029738 r2,sleep begin 2009-06-30 00:02:08.048404 r2
433,sleep begin 2009-06-30 00:02:08.048404 r2,wakeup begin 2009-06-30 06:50:04.057423 r2
434,wakeup begin 2009-06-30 06:50:04.057423 r2,shower begin 2009-06-30 06:58:51.086204 r2
435,shower begin 2009-06-30 06:58:51.086204 r2,work begin 2009-06-30 10:59:38.031105 r2
436,work begin 2009-06-30 10:59:38.031105 r2,work begin 2009-06-30 11:06:15.000413 r2
437,work begin 2009-06-30 11:06:15.000413 r2,work begin 2009-06-30 11:14:18.045582 r2
438,work begin 2009-06-30 11:14:18.045582 r2,work begin 2009-06-30 13:37:50.087573 r2
439,work begin 2009-06-30 13:37:50.087573 r2,work begin 2009-06-30 13:41:37.036978 r2
440,work begin 2009-06-30 13:41:37.036978 r2,work begin 2009-06-30 15:11:06.004179 r2
441,work begin 2009-06-30 15:11:06.004179 r2,work begin 2009-06-30 15:13:21.008706 r2
442,work begin 2009-06-30 15:13:21.008706 r2,work begin 2009-06-30 17:28:10.003009 r2
443,work begin 2009-06-30 17:28:10.003009 r2,work begin 2009-07-01 11:00:18.017049 r2
444,work begin 2009-07-01 11:00:18.017049 r2,work begin 2009-07-01 11:14:41.082022 r2
445,work begin 2009-07-01 11:14:41.082022 r2,work begin 2009-07-01 11:22:16.000978 r2
446,work begin 2009-07-01 11:22:16.000978 r2,work begin 2009-07-01 11:43:12.098803 r2
447,work begin 2009-07-01 11:43:12.098803 r2,work begin 2009-07-01 12:35:34.084886 r2
448,work begin 2009-07-01 12:35:34.084886 r2,work begin 2009-07-01 13:05:01.021045 r2
449,work begin 2009-07-01 13:05:01.021045 r2,work begin 2009-07-01 18:24:53.028995 r2
450,work begin 2009-07-01 18:24:53.028995 r2,work begin 2009-07-01 20:54:04.008038 r2
451,work begin 2009-07-01 20:54:04.008038 r2,work begin 2009-07-01 23:38:02.006409 r2
452,work begin 2009-07-01 23:38:02.006409 r2,sleep begin 2009-07-02 00:04:47.091769 r2
453,sleep begin 2009-07-02 00:04:47.091769 r2,wakeup begin 2009-07-02 06:50:06.087609 r2
454,wakeup begin 2009-07-02 06:50:06.087609 r2,shower begin 2009-07-02 07:01:00.004486 r2
455,shower begin 2009-07-02 07:01:00.004486 r2,work begin 2009-07-05 18:07:40.088472 r2
456,work begin 2009-07-05 18:07:40.088472 r2,work begin 2009-07-05 18:18:12.024303 r2
457,work begin 2009-07-05 18:18:12.024303 r2,shower begin 2009-07-06 08:11:12.016207 r2
458,shower begin 2009-07-06 08:11:12.016207 r2,work begin 2009-07-06 11:15:08.040853 r2
459,work begin 2009-07-06 11:15:08.040853 r2,work begin 2009-07-06 11:36:48.008141 r2
460,work begin 2009-07-06 11:36:48.008141 r2,work begin 2009-07-06 15:03:04.008743 r2
461,work begin 2009-07-06 15:03:04.008743 r2,work begin 2009-07-06 15:31:56.010898 r2
462,work begin 2009-07-06 15:31:56.010898 r2,work begin 2009-07-06 16:01:17.068664 r2
463,work begin 2009-07-06 16:01:17.068664 r2,work begin 2009-07-06 16:16:13.001374 r2
464,work begin 2009-07-06 16:16:13.001374 r2,work begin 2009-07-06 17:17:18.051292 r2
465,work begin 2009-07-06 17:17:18.051292 r2,work begin 2009-07-06 17:32:20.013384 r2
466,work begin 2009-07-06 17:32:20.013384 r2,work begin 2009-07-06 19:51:05.090556 r2
467,work begin 2009-07-06 19:51:05.090556 r2,work begin 2009-07-06 20:06:11.008976 r2
468,work begin 2009-07-06 20:06:11.008976 r2,work begin 2009-07-06 20:09:55.037449 r2
469,work begin 2009-07-06 20:09:55.037449 r2,work begin 2009-07-06 20:11:51.041415 r2
470,work begin 2009-07-06 20:11:51.041415 r2,work begin 2009-07-06 20:13:11.005502 r2
471,work begin 2009-07-06 20:13:11.005502 r2,work begin 2009-07-06 20:23:00.029301 r2
472,work begin 2009-07-06 20:23:00.029301 r2,work begin 2009-07-06 20:29:45.095534 r2
473,work begin 2009-07-06 20:29:45.095534 r2,work begin 2009-07-06 20:38:00.097156 r2
474,work begin 2009-07-06 20:38:00.097156 r2,work begin 2009-07-06 23:43:41.002796 r2
475,work begin 2009-07-06 23:43:41.002796 r2,sleep begin 2009-07-06 23:57:06.082098 r2
476,sleep begin 2009-07-06 23:57:06.082098 r2,wakeup begin 2009-07-07 06:38:06.016621 r2
477,wakeup begin 2009-07-07 06:38:06.016621 r2,shower begin 2009-07-07 07:08:34.070848 r2
478,shower begin 2009-07-07 07:08:34.070848 r2,work begin 2009-07-07 16:37:32.026022 r2
479,work begin 2009-07-07 16:37:32.026022 r2,work begin 2009-07-07 17:04:47.049053 r2
