,0,1
256,work begin 2009-06-03 07:56:06.094307 r1,work begin 2009-06-03 08:33:04.063323 r1
257,work begin 2009-06-03 08:33:04.063323 r1,work begin 2009-06-03 08:48:44.035578 r1
258,work begin 2009-06-03 08:48:44.035578 r1,work begin 2009-06-03 11:34:39.077531 r1
259,work begin 2009-06-03 11:34:39.077531 r1,work begin 2009-06-03 12:17:43.015158 r1
260,work begin 2009-06-03 12:17:43.015158 r1,work begin 2009-06-03 12:48:11.091879 r1
261,work begin 2009-06-03 12:48:11.091879 r1,work begin 2009-06-03 14:03:10.085264 r1
262,work begin 2009-06-03 14:03:10.085264 r1,work begin 2009-06-03 17:27:46.057308 r1
263,work begin 2009-06-03 17:27:46.057308 r1,work begin 2009-06-03 18:12:10.029735 r1
264,work begin 2009-06-03 18:12:10.029735 r1,work begin 2009-06-03 21:10:54.008789 r1
265,work begin 2009-06-03 21:10:54.008789 r1,work begin 2009-06-03 23:59:00.088286 r1
266,work begin 2009-06-03 23:59:00.088286 r1,sleep begin 2009-06-04 00:11:49.082776 r1
267,sleep begin 2009-06-04 00:11:49.082776 r1,wakeup begin 2009-06-04 06:27:45.051134 r1
268,wakeup begin 2009-06-04 06:27:45.051134 r1,shower begin 2009-06-04 06:30:40.000029 r1
269,shower begin 2009-06-04 06:30:40.000029 r1,work begin 2009-06-04 06:42:12.084538 r1
270,work begin 2009-06-04 06:42:12.084538 r1,work begin 2009-06-04 07:59:59.003874 r1
271,work begin 2009-06-04 07:59:59.003874 r1,work begin 2009-06-04 14:01:34.007002 r1
272,work begin 2009-06-04 14:01:34.007002 r1,work begin 2009-06-04 17:22:54.067229 r1
273,work begin 2009-06-04 17:22:54.067229 r1,work begin 2009-06-04 18:16:08.035199 r1
274,work begin 2009-06-04 18:16:08.035199 r1,work begin 2009-06-04 18:51:51.080029 r1
275,work begin 2009-06-04 18:51:51.080029 r1,work begin 2009-06-04 19:12:37.066238 r1
276,work begin 2009-06-04 19:12:37.066238 r1,work begin 2009-06-04 19:59:56.081979 r1
277,work begin 2009-06-04 19:59:56.081979 r1,work begin 2009-06-04 21:23:25.067912 r1
278,work begin 2009-06-04 21:23:25.067912 r1,work begin 2009-06-04 21:55:27.096586 r1
279,work begin 2009-06-04 21:55:27.096586 r1,work begin 2009-06-04 22:22:55.004641 r1
280,work begin 2009-06-04 22:22:55.004641 r1,sleep begin 2009-06-04 22:34:36.099651 r1
281,sleep begin 2009-06-04 22:34:36.099651 r1,wakeup begin 2009-06-05 06:24:26.088741 r1
282,wakeup begin 2009-06-05 06:24:26.088741 r1,shower begin 2009-06-05 06:31:24.063082 r1
283,shower begin 2009-06-05 06:31:24.063082 r1,work begin 2009-06-05 06:34:56.027233 r1
284,work begin 2009-06-05 06:34:56.027233 r1,shower begin 2009-06-05 06:57:04.073661 r1
285,shower begin 2009-06-05 06:57:04.073661 r1,work begin 2009-06-05 07:36:11.084026 r1
286,work begin 2009-06-05 07:36:11.084026 r1,work begin 2009-06-07 18:42:25.081195 r1
287,work begin 2009-06-07 18:42:25.081195 r1,work begin 2009-06-07 18:48:05.074963 r1
288,work begin 2009-06-07 18:48:05.074963 r1,work begin 2009-06-07 19:21:28.044977 r1
289,work begin 2009-06-07 19:21:28.044977 r1,work begin 2009-06-07 20:52:12.007696 r1
290,work begin 2009-06-07 20:52:12.007696 r1,work begin 2009-06-07 21:34:54.022247 r1
291,work begin 2009-06-07 21:34:54.022247 r1,sleep begin 2009-06-07 22:19:13.059736 r1
292,sleep begin 2009-06-07 22:19:13.059736 r1,wakeup begin 2009-06-08 09:54:51.048294 r1
293,wakeup begin 2009-06-08 09:54:51.048294 r1,work begin 2009-06-08 19:42:05.022996 r1
294,work begin 2009-06-08 19:42:05.022996 r1,work begin 2009-06-08 19:57:00.051667 r1
295,work begin 2009-06-08 19:57:00.051667 r1,work begin 2009-06-08 20:00:37.050958 r1
296,work begin 2009-06-08 20:00:37.050958 r1,work begin 2009-06-08 21:46:52.034116 r1
297,work begin 2009-06-08 21:46:52.034116 r1,sleep begin 2009-06-08 22:58:02.083922 r1
298,sleep begin 2009-06-08 22:58:02.083922 r1,wakeup begin 2009-06-09 06:27:33.076418 r1
299,wakeup begin 2009-06-09 06:27:33.076418 r1,shower begin 2009-06-09 06:33:03.077431 r1
300,shower begin 2009-06-09 06:33:03.077431 r1,work begin 2009-06-09 07:28:20.082229 r1
301,work begin 2009-06-09 07:28:20.082229 r1,work begin 2009-06-09 07:36:28.049401 r1
302,work begin 2009-06-09 07:36:28.049401 r1,work begin 2009-06-09 08:18:29.076265 r1
303,work begin 2009-06-09 08:18:29.076265 r1,work begin 2009-06-09 12:45:09.088185 r1
304,work begin 2009-06-09 12:45:09.088185 r1,work begin 2009-06-09 14:10:51.027907 r1
305,work begin 2009-06-09 14:10:51.027907 r1,work begin 2009-06-09 17:03:53.041044 r1
306,work begin 2009-06-09 17:03:53.041044 r1,work begin 2009-06-09 17:34:34.012708 r1
307,work begin 2009-06-09 17:34:34.012708 r1,work begin 2009-06-09 20:08:52.000806 r1
308,work begin 2009-06-09 20:08:52.000806 r1,work begin 2009-06-09 20:43:01.052544 r1
309,work begin 2009-06-09 20:43:01.052544 r1,work begin 2009-06-09 22:31:13.039979 r1
310,work begin 2009-06-09 22:31:13.039979 r1,sleep begin 2009-06-09 23:47:45.028444 r1
311,sleep begin 2009-06-09 23:47:45.028444 r1,wakeup begin 2009-06-10 06:27:24.063949 r1
312,wakeup begin 2009-06-10 06:27:24.063949 r1,shower begin 2009-06-10 06:35:00.023413 r1
313,shower begin 2009-06-10 06:35:00.023413 r1,work begin 2009-06-10 06:50:46.053945 r1
314,work begin 2009-06-10 06:50:46.053945 r1,work begin 2009-06-10 07:43:31.008853 r1
315,work begin 2009-06-10 07:43:31.008853 r1,work begin 2009-06-10 08:04:57.006235 r1
316,work begin 2009-06-10 08:04:57.006235 r1,work begin 2009-06-10 18:52:09.073519 r1
317,work begin 2009-06-10 18:52:09.073519 r1,work begin 2009-06-10 20:50:01.033814 r1
318,work begin 2009-06-10 20:50:01.033814 r1,sleep begin 2009-06-11 00:06:49.043182 r1
319,sleep begin 2009-06-11 00:06:49.043182 r1,wakeup begin 2009-06-11 06:30:44.041248 r1
320,wakeup begin 2009-06-11 06:30:44.041248 r1,shower begin 2009-06-11 06:34:54.031575 r1
321,shower begin 2009-06-11 06:34:54.031575 r1,work begin 2009-06-11 06:55:19.038229 r1
322,work begin 2009-06-11 06:55:19.038229 r1,work begin 2009-06-11 07:29:14.096513 r1
323,work begin 2009-06-11 07:29:14.096513 r1,work begin 2009-06-11 08:00:45.088472 r1
324,work begin 2009-06-11 08:00:45.088472 r1,work begin 2009-06-11 08:29:26.026581 r1
325,work begin 2009-06-11 08:29:26.026581 r1,work begin 2009-06-11 17:37:11.033107 r1
326,work begin 2009-06-11 17:37:11.033107 r1,work begin 2009-06-11 20:07:46.047429 r1
327,work begin 2009-06-11 20:07:46.047429 r1,work begin 2009-06-11 20:44:14.015562 r1
328,work begin 2009-06-11 20:44:14.015562 r1,work begin 2009-06-11 21:31:46.032122 r1
329,work begin 2009-06-11 21:31:46.032122 r1,work begin 2009-06-11 22:02:55.002043 r1
330,work begin 2009-06-11 22:02:55.002043 r1,sleep begin 2009-06-11 23:04:02.001608 r1
331,sleep begin 2009-06-11 23:04:02.001608 r1,wakeup begin 2009-06-12 06:33:22.094481 r1
332,wakeup begin 2009-06-12 06:33:22.094481 r1,shower begin 2009-06-12 06:37:21.007301 r1
333,shower begin 2009-06-12 06:37:21.007301 r1,work begin 2009-06-12 06:59:43.069149 r1
334,work begin 2009-06-12 06:59:43.069149 r1,work begin 2009-06-12 07:22:36.019377 r1
335,work begin 2009-06-12 07:22:36.019377 r1,work begin 2009-06-12 07:48:17.046739 r1
336,work begin 2009-06-12 07:48:17.046739 r1,work begin 2009-06-12 08:18:49.072962 r1
337,work begin 2009-06-12 08:18:49.072962 r1,work begin 2009-06-12 14:16:52.007991 r1
338,work begin 2009-06-12 14:16:52.007991 r1,work begin 2009-06-12 15:04:23.006587 r1
339,work begin 2009-06-12 15:04:23.006587 r1,work begin 2009-06-12 16:17:21.007115 r1
340,work begin 2009-06-12 16:17:21.007115 r1,work begin 2009-06-12 16:25:24.049976 r1
341,work begin 2009-06-12 16:25:24.049976 r1,work begin 2009-06-12 16:57:11.018747 r1
342,work begin 2009-06-12 16:57:11.018747 r1,work begin 2009-06-12 17:08:25.056013 r1
343,work begin 2009-06-12 17:08:25.056013 r1,work begin 2009-06-14 19:32:09.025785 r1
344,work begin 2009-06-14 19:32:09.025785 r1,work begin 2009-06-14 20:24:51.085838 r1
345,work begin 2009-06-14 20:24:51.085838 r1,work begin 2009-06-14 21:14:58.047157 r1
346,work begin 2009-06-14 21:14:58.047157 r1,work begin 2009-06-14 22:57:01.024401 r1
347,work begin 2009-06-14 22:57:01.024401 r1,sleep begin 2009-06-15 01:28:38.034713 r1
348,sleep begin 2009-06-15 01:28:38.034713 r1,wakeup begin 2009-06-15 07:33:05.080291 r1
349,wakeup begin 2009-06-15 07:33:05.080291 r1,work begin 2009-06-15 08:25:58.050336 r1
350,work begin 2009-06-15 08:25:58.050336 r1,work begin 2009-06-15 10:57:50.008381 r1
351,work begin 2009-06-15 10:57:50.008381 r1,work begin 2009-06-15 11:24:56.096719 r1
352,work begin 2009-06-15 11:24:56.096719 r1,work begin 2009-06-15 13:11:09.078253 r1
353,work begin 2009-06-15 13:11:09.078253 r1,work begin 2009-06-15 13:36:53.022685 r1
354,work begin 2009-06-15 13:36:53.022685 r1,work begin 2009-06-15 14:06:52.063986 r1
355,work begin 2009-06-15 14:06:52.063986 r1,work begin 2009-06-15 14:11:04.083811 r1
356,work begin 2009-06-15 14:11:04.083811 r1,work begin 2009-06-15 14:30:30.084051 r1
357,work begin 2009-06-15 14:30:30.084051 r1,work begin 2009-06-15 14:40:09.034374 r1
358,work begin 2009-06-15 14:40:09.034374 r1,work begin 2009-06-15 15:24:12.037143 r1
359,work begin 2009-06-15 15:24:12.037143 r1,work begin 2009-06-15 17:21:35.090181 r1
360,work begin 2009-06-15 17:21:35.090181 r1,work begin 2009-06-15 18:50:34.099581 r1
361,work begin 2009-06-15 18:50:34.099581 r1,work begin 2009-06-15 21:49:52.035012 r1
362,work begin 2009-06-15 21:49:52.035012 r1,sleep begin 2009-06-15 23:40:28.002371 r1
363,sleep begin 2009-06-15 23:40:28.002371 r1,wakeup begin 2009-06-16 07:33:15.078367 r1
364,wakeup begin 2009-06-16 07:33:15.078367 r1,shower begin 2009-06-16 07:41:59.059519 r1
365,shower begin 2009-06-16 07:41:59.059519 r1,work begin 2009-06-16 08:30:05.038384 r1
366,work begin 2009-06-16 08:30:05.038384 r1,work begin 2009-06-16 08:37:01.064279 r1
367,work begin 2009-06-16 08:37:01.064279 r1,work begin 2009-06-16 09:47:15.094577 r1
368,work begin 2009-06-16 09:47:15.094577 r1,work begin 2009-06-16 10:32:11.015784 r1
369,work begin 2009-06-16 10:32:11.015784 r1,work begin 2009-06-16 11:05:06.024258 r1
370,work begin 2009-06-16 11:05:06.024258 r1,work begin 2009-06-16 11:14:44.059091 r1
371,work begin 2009-06-16 11:14:44.059091 r1,work begin 2009-06-16 11:35:49.028144 r1
372,work begin 2009-06-16 11:35:49.028144 r1,work begin 2009-06-16 12:28:22.051534 r1
373,work begin 2009-06-16 12:28:22.051534 r1,work begin 2009-06-16 13:15:07.004419 r1
374,work begin 2009-06-16 13:15:07.004419 r1,work begin 2009-06-16 13:43:07.081294 r1
375,work begin 2009-06-16 13:43:07.081294 r1,work begin 2009-06-16 14:09:51.017508 r1
376,work begin 2009-06-16 14:09:51.017508 r1,work begin 2009-06-16 15:19:10.018062 r1
377,work begin 2009-06-16 15:19:10.018062 r1,work begin 2009-06-16 15:56:48.035964 r1
378,work begin 2009-06-16 15:56:48.035964 r1,work begin 2009-06-16 16:38:59.014086 r1
379,work begin 2009-06-16 16:38:59.014086 r1,work begin 2009-06-16 17:31:34.063846 r1
380,work begin 2009-06-16 17:31:34.063846 r1,work begin 2009-06-16 17:54:28.069379 r1
381,work begin 2009-06-16 17:54:28.069379 r1,work begin 2009-06-16 21:12:52.005447 r1
382,work begin 2009-06-16 21:12:52.005447 r1,work begin 2009-06-16 21:17:30.039039 r1
383,work begin 2009-06-16 21:17:30.039039 r1,work begin 2009-06-16 21:38:55.074493 r1
384,work begin 2009-06-16 21:38:55.074493 r1,sleep begin 2009-06-16 22:40:40.096103 r1
385,sleep begin 2009-06-16 22:40:40.096103 r1,wakeup begin 2009-06-17 06:33:30.070502 r1
386,wakeup begin 2009-06-17 06:33:30.070502 r1,shower begin 2009-06-17 06:37:40.003791 r1
387,shower begin 2009-06-17 06:37:40.003791 r1,work begin 2009-06-17 07:56:11.008042 r1
388,work begin 2009-06-17 07:56:11.008042 r1,work begin 2009-06-17 17:56:06.009961 r1
389,work begin 2009-06-17 17:56:06.009961 r1,work begin 2009-06-17 20:09:25.063775 r1
390,work begin 2009-06-17 20:09:25.063775 r1,work begin 2009-06-17 22:50:00.007964 r1
391,work begin 2009-06-17 22:50:00.007964 r1,sleep begin 2009-06-18 00:15:28.011573 r1
392,sleep begin 2009-06-18 00:15:28.011573 r1,wakeup begin 2009-06-18 06:32:58.082737 r1
393,wakeup begin 2009-06-18 06:32:58.082737 r1,shower begin 2009-06-18 06:42:26.028565 r1
394,shower begin 2009-06-18 06:42:26.028565 r1,work begin 2009-06-18 06:57:55.003856 r1
395,work begin 2009-06-18 06:57:55.003856 r1,work begin 2009-06-18 07:16:11.044845 r1
396,work begin 2009-06-18 07:16:11.044845 r1,work begin 2009-06-18 07:45:20.015558 r1
397,work begin 2009-06-18 07:45:20.015558 r1,work begin 2009-06-18 08:28:46.028429 r1
398,work begin 2009-06-18 08:28:46.028429 r1,work begin 2009-06-18 12:28:59.056163 r1
399,work begin 2009-06-18 12:28:59.056163 r1,sleep begin 2009-06-18 12:54:30.005298 r1
400,sleep begin 2009-06-18 12:54:30.005298 r1,work begin 2009-06-18 14:38:41.078979 r1
401,work begin 2009-06-18 14:38:41.078979 r1,work begin 2009-06-18 14:51:52.030442 r1
402,work begin 2009-06-18 14:51:52.030442 r1,work begin 2009-06-18 15:55:16.077137 r1
403,work begin 2009-06-18 15:55:16.077137 r1,work begin 2009-06-18 18:24:37.034222 r1
404,work begin 2009-06-18 18:24:37.034222 r1,work begin 2009-06-18 21:20:26.057448 r1
405,work begin 2009-06-18 21:20:26.057448 r1,work begin 2009-06-18 21:31:22.077152 r1
406,work begin 2009-06-18 21:31:22.077152 r1,work begin 2009-06-18 22:01:51.075726 r1
407,work begin 2009-06-18 22:01:51.075726 r1,work begin 2009-06-18 23:24:41.005254 r1
408,work begin 2009-06-18 23:24:41.005254 r1,sleep begin 2009-06-18 23:33:50.072248 r1
409,sleep begin 2009-06-18 23:33:50.072248 r1,wakeup begin 2009-06-19 06:35:04.060057 r1
410,wakeup begin 2009-06-19 06:35:04.060057 r1,shower begin 2009-06-19 06:41:21.099456 r1
411,shower begin 2009-06-19 06:41:21.099456 r1,work begin 2009-06-19 07:42:33.062637 r1
412,work begin 2009-06-19 07:42:33.062637 r1,work begin 2009-06-19 08:13:47.086617 r1
413,work begin 2009-06-19 08:13:47.086617 r1,work begin 2009-06-19 12:17:51.087324 r1
414,work begin 2009-06-19 12:17:51.087324 r1,work begin 2009-06-19 13:34:49.020345 r1
415,work begin 2009-06-19 13:34:49.020345 r1,work begin 2009-06-19 14:50:47.020938 r1
416,work begin 2009-06-19 14:50:47.020938 r1,work begin 2009-06-19 15:54:42.090101 r1
417,work begin 2009-06-19 15:54:42.090101 r1,work begin 2009-06-19 16:41:01.049064 r1
418,work begin 2009-06-19 16:41:01.049064 r1,work begin 2009-06-19 17:40:19.067101 r1
419,work begin 2009-06-19 17:40:19.067101 r1,work begin 2009-06-19 18:01:10.020016 r1
420,work begin 2009-06-19 18:01:10.020016 r1,work begin 2009-06-22 08:13:54.012394 r1
421,work begin 2009-06-22 08:13:54.012394 r1,work begin 2009-06-22 13:21:54.010591 r1
422,work begin 2009-06-22 13:21:54.010591 r1,work begin 2009-06-22 14:08:07.003781 r1
423,work begin 2009-06-22 14:08:07.003781 r1,sleep begin 2009-06-22 15:40:38.028662 r1
424,sleep begin 2009-06-22 15:40:38.028662 r1,work begin 2009-06-22 17:31:57.001218 r1
425,work begin 2009-06-22 17:31:57.001218 r1,work begin 2009-06-22 18:59:18.066666 r1
426,work begin 2009-06-22 18:59:18.066666 r1,work begin 2009-06-22 22:09:05.053322 r1
427,work begin 2009-06-22 22:09:05.053322 r1,work begin 2009-06-22 22:25:32.030897 r1
428,work begin 2009-06-22 22:25:32.030897 r1,sleep begin 2009-06-22 23:41:36.004025 r1
429,sleep begin 2009-06-22 23:41:36.004025 r1,wakeup begin 2009-06-23 08:13:15.009926 r1
430,wakeup begin 2009-06-23 08:13:15.009926 r1,work begin 2009-06-23 08:14:18.037107 r1
431,work begin 2009-06-23 08:14:18.037107 r1,work begin 2009-06-23 08:30:32.080667 r1
432,work begin 2009-06-23 08:30:32.080667 r1,work begin 2009-06-23 09:08:00.007793 r1
433,work begin 2009-06-23 09:08:00.007793 r1,work begin 2009-06-23 09:14:30.044535 r1
434,work begin 2009-06-23 09:14:30.044535 r1,work begin 2009-06-23 10:14:40.000315 r1
435,work begin 2009-06-23 10:14:40.000315 r1,work begin 2009-06-23 11:17:15.084005 r1
436,work begin 2009-06-23 11:17:15.084005 r1,work begin 2009-06-23 12:11:29.029526 r1
437,work begin 2009-06-23 12:11:29.029526 r1,work begin 2009-06-23 12:28:34.050797 r1
438,work begin 2009-06-23 12:28:34.050797 r1,work begin 2009-06-23 13:45:17.006195 r1
439,work begin 2009-06-23 13:45:17.006195 r1,work begin 2009-06-23 14:27:26.078636 r1
440,work begin 2009-06-23 14:27:26.078636 r1,work begin 2009-06-23 16:07:47.006776 r1
441,work begin 2009-06-23 16:07:47.006776 r1,work begin 2009-06-23 17:36:40.063998 r1
442,work begin 2009-06-23 17:36:40.063998 r1,work begin 2009-06-23 20:45:11.007396 r1
443,work begin 2009-06-23 20:45:11.007396 r1,work begin 2009-06-23 21:22:22.018851 r1
444,work begin 2009-06-23 21:22:22.018851 r1,work begin 2009-06-23 22:54:08.022337 r1
445,work begin 2009-06-23 22:54:08.022337 r1,sleep begin 2009-06-24 02:25:23.038519 r1
446,sleep begin 2009-06-24 02:25:23.038519 r1,wakeup begin 2009-06-24 07:41:42.016088 r1
447,wakeup begin 2009-06-24 07:41:42.016088 r1,shower begin 2009-06-24 09:15:25.069292 r1
448,shower begin 2009-06-24 09:15:25.069292 r1,work begin 2009-06-24 09:36:38.057729 r1
449,work begin 2009-06-24 09:36:38.057729 r1,work begin 2009-06-24 10:18:42.020518 r1
450,work begin 2009-06-24 10:18:42.020518 r1,work begin 2009-06-24 11:11:03.007251 r1
451,work begin 2009-06-24 11:11:03.007251 r1,work begin 2009-06-24 12:05:43.088138 r1
452,work begin 2009-06-24 12:05:43.088138 r1,work begin 2009-06-24 13:03:59.044287 r1
453,work begin 2009-06-24 13:03:59.044287 r1,work begin 2009-06-24 17:44:44.034638 r1
454,work begin 2009-06-24 17:44:44.034638 r1,work begin 2009-06-24 19:26:27.050314 r1
455,work begin 2009-06-24 19:26:27.050314 r1,work begin 2009-06-24 19:42:19.071772 r1
456,work begin 2009-06-24 19:42:19.071772 r1,work begin 2009-06-24 22:06:30.079144 r1
457,work begin 2009-06-24 22:06:30.079144 r1,work begin 2009-06-24 22:39:55.037512 r1
458,work begin 2009-06-24 22:39:55.037512 r1,sleep begin 2009-06-25 00:49:17.070753 r1
459,sleep begin 2009-06-25 00:49:17.070753 r1,work begin 2009-06-25 16:29:31.092612 r1
460,work begin 2009-06-25 16:29:31.092612 r1,work begin 2009-06-25 17:39:17.079297 r1
461,work begin 2009-06-25 17:39:17.079297 r1,work begin 2009-06-25 19:23:08.059013 r1
462,work begin 2009-06-25 19:23:08.059013 r1,work begin 2009-06-25 19:58:21.055336 r1
463,work begin 2009-06-25 19:58:21.055336 r1,sleep begin 2009-06-25 22:58:40.008655 r1
464,sleep begin 2009-06-25 22:58:40.008655 r1,wakeup begin 2009-06-26 07:23:40.039163 r1
465,wakeup begin 2009-06-26 07:23:40.039163 r1,shower begin 2009-06-26 07:27:46.012751 r1
466,shower begin 2009-06-26 07:27:46.012751 r1,shower begin 2009-06-26 07:43:00.076994 r1
467,shower begin 2009-06-26 07:43:00.076994 r1,work begin 2009-06-26 08:12:38.084822 r1
468,work begin 2009-06-26 08:12:38.084822 r1,work begin 2009-06-26 12:33:46.014242 r1
469,work begin 2009-06-26 12:33:46.014242 r1,work begin 2009-06-26 13:29:11.009184 r1
470,work begin 2009-06-26 13:29:11.009184 r1,sleep begin 2009-06-26 13:39:46.054022 r1
471,sleep begin 2009-06-26 13:39:46.054022 r1,wakeup begin 2009-06-26 16:06:52.010754 r1
472,wakeup begin 2009-06-26 16:06:52.010754 r1,work begin 2009-06-26 16:13:35.098246 r1
473,work begin 2009-06-26 16:13:35.098246 r1,work begin 2009-06-26 17:13:36.028685 r1
474,work begin 2009-06-26 17:13:36.028685 r1,work begin 2009-06-29 08:56:34.057355 r1
475,work begin 2009-06-29 08:56:34.057355 r1,work begin 2009-06-29 13:46:30.031257 r1
476,work begin 2009-06-29 13:46:30.031257 r1,work begin 2009-06-29 13:57:42.066546 r1
477,work begin 2009-06-29 13:57:42.066546 r1,work begin 2009-06-29 14:56:42.015653 r1
478,work begin 2009-06-29 14:56:42.015653 r1,work begin 2009-06-29 16:24:07.007266 r1
479,work begin 2009-06-29 16:24:07.007266 r1,work begin 2009-06-29 17:13:58.061396 r1
480,work begin 2009-06-29 17:13:58.061396 r1,work begin 2009-06-29 19:23:09.039339 r1
481,work begin 2009-06-29 19:23:09.039339 r1,work begin 2009-06-29 19:31:26.017122 r1
482,work begin 2009-06-29 19:31:26.017122 r1,work begin 2009-06-29 21:47:26.048474 r1
483,work begin 2009-06-29 21:47:26.048474 r1,sleep begin 2009-06-30 00:35:45.078581 r1
484,sleep begin 2009-06-30 00:35:45.078581 r1,wakeup begin 2009-06-30 08:42:20.067526 r1
485,wakeup begin 2009-06-30 08:42:20.067526 r1,shower begin 2009-06-30 08:48:11.002098 r1
486,shower begin 2009-06-30 08:48:11.002098 r1,work begin 2009-06-30 09:37:28.071283 r1
487,work begin 2009-06-30 09:37:28.071283 r1,work begin 2009-06-30 10:36:29.057207 r1
488,work begin 2009-06-30 10:36:29.057207 r1,work begin 2009-06-30 10:44:26.031739 r1
